task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine,decision_source
28,EUROPE,,335.0,340.0,50.0,0.1,2,1,1,SLM,model
29,USA,,375.0,380.0,50.0,0.1,15,1,1,SLM,model
30,BRAZIL,,385.0,390.0,50.0,0.1,1,1,1,SLM,model
31,USA,,395.0,400.0,50.0,0.1,15,1,1,SLM,model
32,EUROPE,,460.0,465.0,50.0,0.1,2,1,1,SLM,model
33,BRAZIL,,465.0,470.0,50.0,0.1,1,1,1,SLM,model
34,BRAZIL,,485.0,490.0,50.0,0.1,1,1,1,SLM,model
35,BRAZIL,,490.0,495.0,50.0,0.1,1,1,1,SLM,model
36,USA,,505.0,510.0,50.0,0.1,15,1,1,SLM,model
37,EUROPE,,510.0,515.0,50.0,0.1,2,1,1,SLM,model
38,EUROPE,,530.0,535.0,50.0,0.1,2,1,1,SLM,model
39,EUROPE,,565.0,570.0,50.0,0.1,2,1,1,SLM,model
40,USA,,580.0,585.0,50.0,0.1,15,1,1,SLM,model
41,USA,,590.0,595.0,50.0,0.1,15,1,1,SLM,model
42,USA,,655.0,660.0,50.0,0.1,15,1,1,SLM,model
43,BRAZIL,,670.0,675.0,50.0,0.1,1,1,1,SLM,model
44,EUROPE,,685.0,690.0,50.0,0.1,2,1,1,SLM,model
45,BRAZIL,,690.0,695.0,50.0,0.1,1,1,1,SLM,model
46,EUROPE,,710.0,715.0,50.0,0.1,2,1,1,SLM,model
47,BRAZIL,,720.0,725.0,50.0,0.1,1,1,1,SLM,model
48,USA,,780.0,785.0,50.0,0.1,15,1,1,SLM,model
49,EUROPE,,785.0,790.0,50.0,0.1,2,1,1,SLM,model
50,EUROPE,,795.0,800.0,50.0,0.1,2,1,1,SLM,model
51,EUROPE,,800.0,805.0,50.0,0.1,2,1,1,SLM,model
52,EUROPE,,820.0,825.0,50.0,0.1,2,1,1,SLM,model
53,USA,restricao_itar_eua,830.0,835.0,50.0,0.1,15,1,1,SLM,model
54,EUROPE,,845.0,850.0,50.0,0.1,2,1,1,SLM,model
55,USA,,850.0,855.0,50.0,0.1,15,1,1,SLM,model
56,USA,,870.0,875.0,50.0,0.1,15,1,1,SLM,model
57,BRAZIL,,895.0,900.0,50.0,0.1,1,1,1,SLM,model
58,EUROPE,,905.0,910.0,50.0,0.1,2,1,1,SLM,model
59,EUROPE,,920.0,925.0,50.0,0.1,2,1,1,SLM,model
60,USA,,945.0,950.0,50.0,0.1,15,1,1,SLM,model
61,USA,,960.0,965.0,50.0,0.1,15,1,1,SLM,model
62,USA,,980.0,985.0,50.0,0.1,15,1,1,SLM,model
63,BRAZIL,,985.0,990.0,50.0,0.1,1,1,1,SLM,model
64,USA,,995.0,1000.0,50.0,0.1,15,1,1,SLM,model
65,BRAZIL,,1010.0,1015.0,50.0,0.1,1,1,1,SLM,model
66,USA,,1020.0,1025.0,50.0,0.1,15,1,1,SLM,model
67,USA,,1025.0,1030.0,50.0,0.1,15,1,1,SLM,model
68,EUROPE,,1030.0,1035.0,50.0,0.1,2,1,1,SLM,model
69,BRAZIL,,1050.0,1055.0,50.0,0.1,1,1,1,SLM,model
70,USA,,1070.0,1075.0,50.0,0.1,15,1,1,SLM,model
71,BRAZIL,,1075.0,1080.0,50.0,0.1,1,1,1,SLM,model
72,USA,,1080.0,1085.0,50.0,0.1,15,1,1,SLM,model
73,USA,,1100.0,1105.0,50.0,0.1,,0,1,SLM,parse_failure
74,EUROPE,,1110.0,1115.0,50.0,0.1,2,1,1,SLM,model
75,BRAZIL,,1125.0,1130.0,50.0,0.1,1,1,1,SLM,model
76,BRAZIL,,1145.0,1150.0,50.0,0.1,1,1,1,SLM,model
77,EUROPE,,1150.0,1155.0,50.0,0.1,2,1,1,SLM,model
78,BRAZIL,,1185.0,1190.0,50.0,0.1,1,1,1,SLM,model
