task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine,decision_source
44,EUROPE,restricao_residencia_dados_ue,805.0,805.0,50386.346,5.0,2,1,1,LLM,model
45,USA,,825.0,825.0,25494.479,5.0,15,1,1,LLM,model
46,BRAZIL,,840.0,840.0,2766.307,5.0,1,1,1,LLM,model
47,BRAZIL,,910.0,910.0,11056.774,5.0,1,1,1,LLM,model
48,EUROPE,,930.0,930.0,5464.151,5.0,2,1,1,LLM,model
49,EUROPE,,935.0,935.0,4933.551,5.0,2,1,1,LLM,model
50,EUROPE,,940.0,940.0,29549.605,5.0,2,1,1,LLM,model
51,BRAZIL,,950.0,950.0,35940.722,5.0,1,1,1,LLM,model
52,BRAZIL,,960.0,960.0,24888.126,5.0,1,1,1,LLM,model
53,USA,,970.0,970.0,48757.38,5.0,15,1,1,LLM,model
54,USA,,980.0,980.0,2555.533,5.0,15,1,1,LLM,model
55,USA,falha_calibracao_sensor_termico,985.0,985.0,2454.218,5.0,,0,1,LLM,model
56,EUROPE,,990.0,990.0,5226.615,5.0,2,1,1,LLM,model
57,EUROPE,,995.0,995.0,50385.565,5.0,2,1,1,LLM,model
58,EUROPE,,1010.0,1010.0,13821.093,5.0,2,1,1,LLM,model
59,EUROPE,,1045.0,1045.0,3073.678,5.0,2,1,1,LLM,model
60,EUROPE,,1055.0,1055.0,204207.258,5.0,2,1,1,LLM,model
61,USA,,1060.0,1060.0,16876.399,5.0,15,1,1,LLM,model
62,BRAZIL,,1065.0,1065.0,2049.806,5.0,1,1,1,LLM,model
63,EUROPE,,1085.0,1085.0,17472.515,5.0,2,1,1,LLM,model
64,EUROPE,,1090.0,1090.0,123026.253,5.0,2,1,1,LLM,model
65,EUROPE,,1115.0,1115.0,51092.31,5.0,2,1,1,LLM,model
66,EUROPE,,1120.0,1120.0,4782.061,5.0,2,1,1,LLM,model
67,EUROPE,,1155.0,1155.0,55123.319,5.0,2,1,1,LLM,model
68,BRAZIL,,1160.0,1160.0,2174.46,5.0,1,1,1,LLM,model
69,BRAZIL,,1190.0,1190.0,19047.87,5.0,1,1,1,LLM,model
